fragment_id,page_id,catalog_generation,type_A,action_observe,action_describe,action_recall,action_explain,action_compare,action_classify,action_measure,action_experiment,action_investigate,action_predict,action_infer,action_discuss,action_solve,action_create,action_decide,action_act_on_environment,position_receiver,position_instruction_follower,position_observer,position_experimenter,position_investigator,position_reasoner,position_collaborator,position_decision_maker,position_community_agent,evidence_count_A,uncertain_A,ruleset_version,text_sha256
LTMD-CN5-G1993-VP074-F023,LTMD-CN5-G1993-VP074,1993,heading,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RULEA_0.1,a75562daa80116dcfc2957051e5cc1121abdb1509ba8c51f6517987843c0e803
LTMD-CN5-G1993-VP075-F001,LTMD-CN5-G1993-VP075,1993,heading,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RULEA_0.1,32d18a42734fe3d806021695ebdb4cf9734fc6ebf0bdf1b1127371ef273374c5
LTMD-CN5-G1993-VP075-F002,LTMD-CN5-G1993-VP075,1993,expository,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,RULEA_0.1,32f5ca3bebad33c9ba63e3b28423f18f91d10d8204ff201254e5efd2b5fc383f
LTMD-CN5-G1993-VP075-F003,LTMD-CN5-G1993-VP075,1993,heading,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RULEA_0.1,23da17032aad87d139aee5679643cc78c9affc15cd327903b72eb8adac2886b7
LTMD-CN5-G1993-VP075-F004,LTMD-CN5-G1993-VP075,1993,instruction,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,RULEA_0.1,f9aca6bc453f64ae4a78afd8b0c7e61f1ff931fd0c6cb0c4b10f70ffeca12791
LTMD-CN5-G1993-VP075-F005,LTMD-CN5-G1993-VP075,1993,heading,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RULEA_0.1,7eb3611419f6dfae7ff9e6e4ece97b7b49830974bad1005b953873eaaf6ecd99
LTMD-CN5-G1993-VP075-F006,LTMD-CN5-G1993-VP075,1993,expository,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,RULEA_0.1,95191768670af4e7b7db57a0271c20f1180d655de0aa89707e53ab94f1f9cfee
LTMD-CN5-G1993-VP075-F007,LTMD-CN5-G1993-VP075,1993,heading,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RULEA_0.1,2b18029cdb6cee9af295c7de089b302a544f623281838e348e3fcdf1c1ec48c8
LTMD-CN5-G1993-VP075-F008,LTMD-CN5-G1993-VP075,1993,expository,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,RULEA_0.1,d23b9b9bb4f76938e32df0d8d7232581299ed093869a31b3cc027474ace193b1
LTMD-CN5-G1993-VP075-F009,LTMD-CN5-G1993-VP075,1993,heading,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RULEA_0.1,dab7e8ac4921a4dce6d1661e24a13c604da12ad7528ffbe9108af1894a443a35
LTMD-CN5-G1993-VP075-F010,LTMD-CN5-G1993-VP075,1993,heading,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RULEA_0.1,edd21c046fb18d30006238a2b03fcbf38d5e75ff22063cb774bfd89fc26626ec
LTMD-CN5-G1993-VP075-F011,LTMD-CN5-G1993-VP075,1993,question,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RULEA_0.1,9cdce5e66251e6b1b253efec7cd079e990f1d8352e5b06dfbe9c859b906e4558
LTMD-CN5-G1993-VP075-F012,LTMD-CN5-G1993-VP075,1993,expository,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,RULEA_0.1,3e1889230142a8588660bde6ed6189d7d9094ac1c80734c8b53740c0b9ad9c3d
LTMD-CN5-G1993-VP075-F013,LTMD-CN5-G1993-VP075,1993,heading,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RULEA_0.1,54c0ce083cf9b826e6845a54bb051dc745ac425480b6c783cbb8fa94ccce30bf
LTMD-CN5-G1993-VP075-F014,LTMD-CN5-G1993-VP075,1993,heading,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RULEA_0.1,e629fa6598d732768f7c726b4b621285f9c3b85303900aa912017db7617d8bdb
LTMD-CN5-G1993-VP075-F015,LTMD-CN5-G1993-VP075,1993,instruction,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,RULEA_0.1,e3add1602223c857c2d6d9cd671e3ac1a2ef288fb372a13147c7cb2294d05a95
LTMD-CN5-G1993-VP076-F001,LTMD-CN5-G1993-VP076,1993,heading,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RULEA_0.1,7369946891b89ee1e3e3c1b88013f493049c9c0f3c76ad0b930b148faadae03d
LTMD-CN5-G1993-VP076-F002,LTMD-CN5-G1993-VP076,1993,question,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RULEA_0.1,b97fc17dd00e8a6936620d69eeea09492929bf1e8cbe8a8e188f083c76e1b8dd
LTMD-CN5-G1993-VP076-F003,LTMD-CN5-G1993-VP076,1993,heading,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RULEA_0.1,43a701b1394c99c791b57967af030cf36921b889c19419b25de00b41ca7b5f95
LTMD-CN5-G1993-VP076-F004,LTMD-CN5-G1993-VP076,1993,instruction,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,RULEA_0.1,a2d1b6194658dd3b13d79f7eee529106325caf5e872ddb4e97980d98f0081fe0
LTMD-CN5-G1993-VP076-F005,LTMD-CN5-G1993-VP076,1993,instruction,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,RULEA_0.1,3afa0b5829bf2e0e3c0b64725675901a18c12cafe2fb14cfb64c3ec66ef8c042
LTMD-CN5-G1993-VP076-F006,LTMD-CN5-G1993-VP076,1993,expository,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,RULEA_0.1,4cc2746ddd9af3fd35ff03e0e61feaaa9bd2557364c00b83bf5f32b1e764d9f9
LTMD-CN5-G1993-VP076-F007,LTMD-CN5-G1993-VP076,1993,heading,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RULEA_0.1,08bccde40cd265c85ec79c59907bdbcd9c3c1e0ba4d82aafd484084c8d2c55c0
LTMD-CN5-G1993-VP076-F008,LTMD-CN5-G1993-VP076,1993,heading,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RULEA_0.1,333f5d697796200d5d823823c646cbf6bf860801bc65c4367f58910c3fd70814
LTMD-CN5-G1993-VP076-F009,LTMD-CN5-G1993-VP076,1993,instruction,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,RULEA_0.1,6c78c864ec5c35cf0d4bd4c7b5df25d9f2603c7d7df034225175ce7bc5bb5b71
LTMD-CN5-G1993-VP076-F010,LTMD-CN5-G1993-VP076,1993,heading,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RULEA_0.1,ecf5b7835c2b14706ea5fa33f7214586d1377aee63ded6f4ba79709ce34521f3
LTMD-CN5-G1993-VP076-F011,LTMD-CN5-G1993-VP076,1993,instruction,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,RULEA_0.1,224e60048ece2f22aa687fb0175379986c4aa50229da46beaf827f4f271b4a08
LTMD-CN5-G1993-VP076-F012,LTMD-CN5-G1993-VP076,1993,heading,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RULEA_0.1,9161dee2738b65c730fbea072e46884d96242149771884c21cd0cb1c46b239ab
LTMD-CN5-G1993-VP076-F013,LTMD-CN5-G1993-VP076,1993,heading,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RULEA_0.1,d3315c17aa537f07f097e8de31a101d7abc3062f01d6831543c850e8ee1d9634
LTMD-CN5-G1993-VP076-F014,LTMD-CN5-G1993-VP076,1993,heading,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RULEA_0.1,ffeef3699c2488246a5e3510d384d5bb065b4777747e2b0b91f63139667123dd
LTMD-CN5-G1993-VP076-F015,LTMD-CN5-G1993-VP076,1993,heading,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RULEA_0.1,20617e607509036c12e4a0571b86c64ade22c6eaf76a858b45a225d60734362f
LTMD-CN5-G1993-VP076-F016,LTMD-CN5-G1993-VP076,1993,instruction,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,RULEA_0.1,d46f7a0cc7ab5efa9d8f568f68374d93949746b17f73c8b16aa3bf8368d6e192
LTMD-CN5-G1993-VP076-F017,LTMD-CN5-G1993-VP076,1993,instruction,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,RULEA_0.1,8d56b2a03ab18e11fb43342b3219871a772a11fa8722572a2403989a7547ea59
LTMD-CN5-G1993-VP076-F018,LTMD-CN5-G1993-VP076,1993,heading,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RULEA_0.1,aa4bb1be58c9244b5b237c161799b85b4657510cf129db8e3b19586073d0deca
LTMD-CN5-G1993-VP076-F019,LTMD-CN5-G1993-VP076,1993,question,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,RULEA_0.1,7e3138501f499f97f4540f02d541096adfa6e60a94958a3491a345f0f0ff2bc4
LTMD-CN5-G1993-VP076-F020,LTMD-CN5-G1993-VP076,1993,instruction,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,RULEA_0.1,b5ffc1eec66a6e68363acc8a44cdce2be3a7d34f67d9b8954445495b3f6de32d
LTMD-CN5-G1993-VP076-F021,LTMD-CN5-G1993-VP076,1993,heading,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RULEA_0.1,98511c75bec6c6bf80008b24e19d38f29b9ddb156d6a7b5a23a6910b450ac46e
LTMD-CN5-G1993-VP077-F001,LTMD-CN5-G1993-VP077,1993,other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RULEA_0.1,5d7aa65bb298a247a5252e2ba8cd7a614859d430acabcca27835e7de7d938039
LTMD-CN5-G1993-VP077-F002,LTMD-CN5-G1993-VP077,1993,instruction,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,RULEA_0.1,87f0ec3d967695fc7bcc5e674b60f577b674cec0a1b78dfb98673520076251a4
LTMD-CN5-G1993-VP077-F003,LTMD-CN5-G1993-VP077,1993,expository,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,RULEA_0.1,9ffa9e749929780eec3f298fea403e019d468d9821c77599fe73ad6bcdf9cf7f
LTMD-CN5-G1993-VP077-F004,LTMD-CN5-G1993-VP077,1993,instruction,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,RULEA_0.1,167a3a5a8541ec7225b6d11028e7cf83d05fe2763a901ca280d3eab0d4c616cd
LTMD-CN5-G1993-VP077-F005,LTMD-CN5-G1993-VP077,1993,heading,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RULEA_0.1,80effe1fc4244aaa7d9cb687030a9595401e8a72e7006a40c4415843ed593d0a
LTMD-CN5-G1993-VP077-F006,LTMD-CN5-G1993-VP077,1993,instruction,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,RULEA_0.1,05acb0fabcc42468b0fb52d5b7264822e4b6a04c4ae6dd7943114aba54c74541
LTMD-CN5-G1993-VP077-F007,LTMD-CN5-G1993-VP077,1993,heading,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RULEA_0.1,332c97dc637175ab8c3f778671816f9dbf8f164e4a978f19eafd31de5387cd21
LTMD-CN5-G1993-VP077-F008,LTMD-CN5-G1993-VP077,1993,heading,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RULEA_0.1,52a8401a87bc396f812d803011fbedd17f58c971246bc70c7c28b8da36497984
LTMD-CN5-G1993-VP077-F009,LTMD-CN5-G1993-VP077,1993,heading,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RULEA_0.1,7011e53fb3154fb087b1693a2ed961eed5ed059cccf03021b148c91b9263fe1c
LTMD-CN5-G1993-VP077-F010,LTMD-CN5-G1993-VP077,1993,instruction,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,RULEA_0.1,09d02d69e142089c5d009bf26274cf551b2221df54720653ef7a282b43f0aa22
LTMD-CN5-G1993-VP077-F012,LTMD-CN5-G1993-VP077,1993,heading,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RULEA_0.1,a9f51566bd6705f7ea6ad54bb9deb449f795582d6529a0e22207b8981233ec58
LTMD-CN5-G1993-VP077-F013,LTMD-CN5-G1993-VP077,1993,heading,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RULEA_0.1,2f189ad9f6c2b2f526e4cedbc4aee19ccf567198c2471385621ac4fdb784b44c
LTMD-CN5-G1993-VP077-F014,LTMD-CN5-G1993-VP077,1993,heading,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RULEA_0.1,c0c7850c3c50c98323decbac3b7712fb077afc2faf4e922948eb7effa57e281a
LTMD-CN5-G1993-VP077-F015,LTMD-CN5-G1993-VP077,1993,expository,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,RULEA_0.1,a7225160bacaa74c8ce6bc6c1d233bce18838ff787f2074898a4a33a877552f3
LTMD-CN5-G1993-VP077-F016,LTMD-CN5-G1993-VP077,1993,instruction,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,RULEA_0.1,7c38a737d872e5880ac20f86eb4c2d913a60cb62a29dd341573af2a2c5b0c195
LTMD-CN5-G1993-VP077-F017,LTMD-CN5-G1993-VP077,1993,expository,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,RULEA_0.1,2899384fa99d92ebc8a56640871c9918312adb732b61d6926a5781d97ede3cbc
LTMD-CN5-G1993-VP077-F018,LTMD-CN5-G1993-VP077,1993,question,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RULEA_0.1,1b3b7ff11cbcb81fcfd4770d225ebf57a57538f48a07eaf3c4a71b695b9e7d65
LTMD-CN5-G1993-VP077-F019,LTMD-CN5-G1993-VP077,1993,question,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RULEA_0.1,2ed8f5705f09d88188b3460d29f8fcda37d68274e6349546e5a917d8a99869c9
LTMD-CN5-G1993-VP077-F020,LTMD-CN5-G1993-VP077,1993,heading,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RULEA_0.1,8f0fde6d1a9017c4ebde7191e533e73d460da52860588b365eda511a6743b8d1
LTMD-CN5-G1993-VP077-F021,LTMD-CN5-G1993-VP077,1993,heading,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RULEA_0.1,983bd614bb5afece5ab3b6023f71147cd7b6bc2314f9d27af7422541c6558389
LTMD-CN5-G1993-VP077-F022,LTMD-CN5-G1993-VP077,1993,heading,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RULEA_0.1,a88a7902cb4ef697ba0b6759c50e8c10297ff58f942243de19b984841bfe1f73
LTMD-CN5-G1993-VP077-F023,LTMD-CN5-G1993-VP077,1993,heading,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RULEA_0.1,0079bb852d47635c5f167691ea3920aa9e586f5230846e3a26d8b947469d9aad
LTMD-CN5-G1993-VP078-F001,LTMD-CN5-G1993-VP078,1993,instruction,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,RULEA_0.1,a150e05943c3eaa31643203c5d1b58fbc1704d5fdec35d784e4bf221f007b8c9
LTMD-CN5-G1993-VP078-F002,LTMD-CN5-G1993-VP078,1993,instruction,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,RULEA_0.1,5ff71d147ad5edfd2d6c69e90d1dc0accd2c6ca74694d6b29ed99b1fc4be4cd7
LTMD-CN5-G1993-VP078-F003,LTMD-CN5-G1993-VP078,1993,heading,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RULEA_0.1,c99767c0e42f304ed414fee3abc393b843de11ffba65841e3ecd298e63bf909e
LTMD-CN5-G1993-VP078-F004,LTMD-CN5-G1993-VP078,1993,heading,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RULEA_0.1,743d3d8cd7dd3d4570a2eebdc133b92bfbae3d175b05ed2990cae97fa3201b2b
LTMD-CN5-G1993-VP078-F005,LTMD-CN5-G1993-VP078,1993,expository,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,RULEA_0.1,ee5ace76e9045c74e67d020617ce043069f7dca8ad939b50619f0690cf3f947c
LTMD-CN5-G1993-VP078-F006,LTMD-CN5-G1993-VP078,1993,instruction,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,RULEA_0.1,bbe5ac0b29e624f44388e89a959459a5c05c84887776fb53fd9e1f852673fadb
LTMD-CN5-G1993-VP078-F007,LTMD-CN5-G1993-VP078,1993,expository,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,RULEA_0.1,4ae4b01f92ea19ad6e3f5dd9b1f60ca7228461fad1f3f2de874a6ea82b97ec86
LTMD-CN5-G1993-VP078-F008,LTMD-CN5-G1993-VP078,1993,instruction,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,RULEA_0.1,d17fa360391ca43c8f9ab6f1301c47f3f657fc80358df3b475e0e548ae3240da
LTMD-CN5-G1993-VP078-F009,LTMD-CN5-G1993-VP078,1993,instruction,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,RULEA_0.1,9127545f8d7eda5fe6738e2fffec6dba0f69d1c0bd9560479ae74a79f52b3bcc
LTMD-CN5-G1993-VP078-F010,LTMD-CN5-G1993-VP078,1993,instruction,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,RULEA_0.1,7fe7992cdf57c9c10de9f27f734557dcdc9356ba42f124d95b2ad004e6cd8acc
LTMD-CN5-G1993-VP078-F011,LTMD-CN5-G1993-VP078,1993,heading,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RULEA_0.1,f4d3ecc43fe5cbd41aee172a98913a397037d19b4c970ce3a2c15f23aff97329
LTMD-CN5-G1993-VP078-F012,LTMD-CN5-G1993-VP078,1993,heading,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RULEA_0.1,c3bcabda8e72dd53db4275b89d23634abebb2b98c9046c2aad0d98c3a55c3e81
LTMD-CN5-G1993-VP078-F013,LTMD-CN5-G1993-VP078,1993,heading,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RULEA_0.1,ba897b2aa56a9b0ce30e715583a6cdac495879476718f2ef6c7bcf1dafab2f20
LTMD-CN5-G1993-VP078-F014,LTMD-CN5-G1993-VP078,1993,instruction,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,RULEA_0.1,ed281dddb910da63af84eb335a694f8905a943162b128c2de0fa3e916ed4e05d
LTMD-CN5-G1993-VP078-F015,LTMD-CN5-G1993-VP078,1993,heading,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RULEA_0.1,05914005d584b4c99ca9bc0ebe909d26ed2a1a60de845d5da8c8e4b7f02aa2b2
LTMD-CN5-G1993-VP078-F016,LTMD-CN5-G1993-VP078,1993,heading,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RULEA_0.1,dbc6e004c648423b3cdaf870586db00f161c6593a8be3b738785482f1bd1879d
LTMD-CN5-G1993-VP078-F017,LTMD-CN5-G1993-VP078,1993,heading,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RULEA_0.1,728fc52f4ebeb0bdb9917e335ed3f1bcc8560fc67eb16b0c0567fac1eb5dab12
LTMD-CN5-G1993-VP078-F018,LTMD-CN5-G1993-VP078,1993,instruction,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,RULEA_0.1,a56adb9541532df37b5425acfcb714f1165bea9b907a2e57652ae64d512aca0d
LTMD-CN5-G1993-VP078-F019,LTMD-CN5-G1993-VP078,1993,heading,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RULEA_0.1,11c21dd95fa7f3486bdfb33f01965ba2abdccfe1aebfc22d502829f96adb345f
LTMD-CN5-G1993-VP078-F020,LTMD-CN5-G1993-VP078,1993,instruction,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,RULEA_0.1,526997ef50d42562d663ffb78d19a1143b1845d5c820d5e81418f6097443db55
LTMD-CN5-G1993-VP078-F021,LTMD-CN5-G1993-VP078,1993,heading,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RULEA_0.1,0a7b78812e872039e9785d711d2504d4f6e1a9598e947d269516d05e8049481a
LTMD-CN5-G1993-VP078-F022,LTMD-CN5-G1993-VP078,1993,heading,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RULEA_0.1,98511c75bec6c6bf80008b24e19d38f29b9ddb156d6a7b5a23a6910b450ac46e
LTMD-CN5-G1993-VP079-F001,LTMD-CN5-G1993-VP079,1993,instruction,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,RULEA_0.1,835abbb432b1005fd1a606c93a018f1fe5e175122ef3dcd1cfeeec3023df4fdd
LTMD-CN5-G1993-VP079-F002,LTMD-CN5-G1993-VP079,1993,expository,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,RULEA_0.1,b8419303d3e616b64a280774838276c44ff211b96416d5720a7afea05c569e12
LTMD-CN5-G1993-VP079-F003,LTMD-CN5-G1993-VP079,1993,instruction,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,RULEA_0.1,7decd4efce018c7d98a84b4d6caa954cf3627034908753fecb5c75096edb819b
LTMD-CN5-G1993-VP079-F004,LTMD-CN5-G1993-VP079,1993,question,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RULEA_0.1,cbf211e80d02f079bdb4a7a676a531973be2bb7928c4c4e921d256f071e1724a
LTMD-CN5-G1993-VP079-F005,LTMD-CN5-G1993-VP079,1993,question,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RULEA_0.1,c6a2cf15e9b08b9f897bab52292b2cf566edf6a1bfe00ab13002782900d8b8f1
LTMD-CN5-G1993-VP079-F006,LTMD-CN5-G1993-VP079,1993,question,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RULEA_0.1,4a31f6e8a13dede1a691757546b811cc1e7dce0bed27b06e9e04941711cb0edd
LTMD-CN5-G1993-VP079-F007,LTMD-CN5-G1993-VP079,1993,heading,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RULEA_0.1,82af63e95c95f477865dd23512c3805c4d2a5bc087893d42d5823f934a5a3c92
LTMD-CN5-G1993-VP079-F008,LTMD-CN5-G1993-VP079,1993,instruction,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,RULEA_0.1,0a6c06dc3ee4a441816c209f55a758fb24f2b8981b69e625d1f53708e7890145
LTMD-CN5-G1993-VP079-F009,LTMD-CN5-G1993-VP079,1993,heading,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RULEA_0.1,d74a8607f575fd817f01e159e128084a0e6ae5efb6a4052f3ecc61e1607644ba
LTMD-CN5-G1993-VP079-F010,LTMD-CN5-G1993-VP079,1993,heading,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RULEA_0.1,eca34564fffbd4f64b208abed1f7f80fee3ea0ddb7611fa5347faed3b7188865
LTMD-CN5-G1993-VP079-F011,LTMD-CN5-G1993-VP079,1993,heading,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RULEA_0.1,8124f8ef6c8fb9dbb4f29ab06c51fed19d07c765928b12c0d54a9d0d288faf98
