fragment_id,page_id,catalog_generation,candidate_type,source_structure_class,action_jaccard,position_jaccard,action_exact_set,position_exact_set,action_empty_both,position_empty_both,action_size_A,action_size_B,position_size_A,position_size_B,uncertain_A,uncertain_B,stability_stratum,agreement_version
LTMD-CN5-G1993-VP088-F029,LTMD-CN5-G1993-VP088,1993,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1993-VP089-F001,LTMD-CN5-G1993-VP089,1993,expository_candidate,textual,0.0,0.0,0,0,0,0,0,3,1,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1993-VP089-F002,LTMD-CN5-G1993-VP089,1993,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1993-VP089-F003,LTMD-CN5-G1993-VP089,1993,expository_candidate,textual,0.0,0.0,0,0,0,0,0,3,1,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1993-VP089-F004,LTMD-CN5-G1993-VP089,1993,question_candidate,textual,1.0,0.0,1,0,1,0,0,0,0,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1993-VP089-F005,LTMD-CN5-G1993-VP089,1993,question_candidate,textual,1.0,0.0,1,0,1,0,0,0,0,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1993-VP089-F006,LTMD-CN5-G1993-VP089,1993,question_candidate,textual,1.0,0.0,1,0,1,0,0,0,0,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1993-VP089-F007,LTMD-CN5-G1993-VP089,1993,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1993-VP089-F008,LTMD-CN5-G1993-VP089,1993,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1993-VP089-F009,LTMD-CN5-G1993-VP089,1993,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1993-VP089-F010,LTMD-CN5-G1993-VP089,1993,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1993-VP089-F011,LTMD-CN5-G1993-VP089,1993,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1993-VP089-F012,LTMD-CN5-G1993-VP089,1993,expository_candidate,textual,0.0,0.0,0,0,0,0,0,3,1,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1993-VP089-F013,LTMD-CN5-G1993-VP089,1993,question_candidate,textual,0.0,0.0,0,0,0,0,0,3,0,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1993-VP089-F014,LTMD-CN5-G1993-VP089,1993,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1993-VP089-F015,LTMD-CN5-G1993-VP089,1993,expository_candidate,textual,0.0,0.0,0,0,0,0,0,3,1,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1993-VP089-F016,LTMD-CN5-G1993-VP089,1993,instruction_candidate,textual,0.0,0.0,0,0,0,0,0,2,1,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1993-VP090-F001,LTMD-CN5-G1993-VP090,1993,expository_candidate,textual,0.0,0.0,0,0,0,0,0,3,1,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1993-VP090-F002,LTMD-CN5-G1993-VP090,1993,instruction_candidate,textual,1.0,0.0,1,0,1,0,0,0,1,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1993-VP090-F003,LTMD-CN5-G1993-VP090,1993,question_candidate,textual,0.0,0.0,0,0,0,0,0,3,0,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1993-VP090-F004,LTMD-CN5-G1993-VP090,1993,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1993-VP090-F005,LTMD-CN5-G1993-VP090,1993,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1993-VP090-F006,LTMD-CN5-G1993-VP090,1993,expository_candidate,textual,0.0,0.0,0,0,0,0,0,3,1,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1993-VP090-F007,LTMD-CN5-G1993-VP090,1993,question_candidate,textual,1.0,0.0,1,0,1,0,0,0,0,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1993-VP090-F008,LTMD-CN5-G1993-VP090,1993,expository_candidate,textual,0.0,0.5,0,0,0,0,0,3,1,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1993-VP090-F009,LTMD-CN5-G1993-VP090,1993,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1993-VP090-F010,LTMD-CN5-G1993-VP090,1993,instruction_candidate,textual,0.0,0.0,0,0,0,0,0,3,1,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1993-VP090-F011,LTMD-CN5-G1993-VP090,1993,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1993-VP090-F012,LTMD-CN5-G1993-VP090,1993,expository_candidate,textual,0.0,0.0,0,0,0,0,0,3,1,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1993-VP090-F013,LTMD-CN5-G1993-VP090,1993,question_candidate,textual,0.0,0.0,0,0,0,0,0,3,0,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1993-VP090-F014,LTMD-CN5-G1993-VP090,1993,experiment_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,1,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1993-VP090-F015,LTMD-CN5-G1993-VP090,1993,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1993-VP090-F016,LTMD-CN5-G1993-VP090,1993,expository_candidate,textual,0.0,0.5,0,0,0,0,0,3,1,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1993-VP090-F017,LTMD-CN5-G1993-VP090,1993,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1993-VP090-F018,LTMD-CN5-G1993-VP090,1993,instruction_candidate,textual,0.333333,0.0,0,0,0,0,1,3,1,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1993-VP090-F019,LTMD-CN5-G1993-VP090,1993,question_candidate,textual,0.0,0.0,0,0,0,0,1,0,0,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1993-VP090-F020,LTMD-CN5-G1993-VP090,1993,question_candidate,textual,0.0,0.0,0,0,0,0,0,2,0,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1993-VP090-F021,LTMD-CN5-G1993-VP090,1993,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1993-VP090-F022,LTMD-CN5-G1993-VP090,1993,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1993-VP090-F023,LTMD-CN5-G1993-VP090,1993,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1993-VP091-F001,LTMD-CN5-G1993-VP091,1993,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1993-VP091-F002,LTMD-CN5-G1993-VP091,1993,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1993-VP091-F003,LTMD-CN5-G1993-VP091,1993,expository_candidate,textual,1.0,0.0,1,0,1,0,0,0,1,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1993-VP091-F004,LTMD-CN5-G1993-VP091,1993,question_candidate,textual,1.0,0.0,1,0,1,0,0,0,0,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1993-VP091-F005,LTMD-CN5-G1993-VP091,1993,expository_candidate,textual,0.0,0.0,0,0,0,0,0,2,1,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1993-VP091-F006,LTMD-CN5-G1993-VP091,1993,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1993-VP091-F007,LTMD-CN5-G1993-VP091,1993,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1993-VP091-F008,LTMD-CN5-G1993-VP091,1993,expository_candidate,textual,0.0,0.5,0,0,0,0,0,3,1,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1993-VP091-F009,LTMD-CN5-G1993-VP091,1993,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1993-VP091-F010,LTMD-CN5-G1993-VP091,1993,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1993-VP091-F011,LTMD-CN5-G1993-VP091,1993,expository_candidate,textual,1.0,0.0,1,0,1,0,0,0,1,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1993-VP091-F012,LTMD-CN5-G1993-VP091,1993,instruction_candidate,textual,1.0,0.0,1,0,1,0,0,0,1,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1993-VP091-F013,LTMD-CN5-G1993-VP091,1993,instruction_candidate,textual,0.0,0.0,0,0,0,0,1,0,1,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1993-VP091-F014,LTMD-CN5-G1993-VP091,1993,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1993-VP091-F015,LTMD-CN5-G1993-VP091,1993,instruction_candidate,textual,1.0,0.0,1,0,1,0,0,0,1,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1993-VP091-F016,LTMD-CN5-G1993-VP091,1993,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1993-VP091-F017,LTMD-CN5-G1993-VP091,1993,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1993-VP091-F018,LTMD-CN5-G1993-VP091,1993,question_candidate,textual,0.0,0.0,0,0,0,0,0,3,0,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1993-VP092-F001,LTMD-CN5-G1993-VP092,1993,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1993-VP092-F002,LTMD-CN5-G1993-VP092,1993,question_candidate,textual,0.0,0.0,0,0,0,0,0,3,0,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1993-VP092-F003,LTMD-CN5-G1993-VP092,1993,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1993-VP092-F004,LTMD-CN5-G1993-VP092,1993,expository_candidate,textual,0.0,0.0,0,0,0,0,0,3,1,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1993-VP092-F005,LTMD-CN5-G1993-VP092,1993,instruction_candidate,textual,0.0,0.0,0,0,0,0,1,0,1,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1993-VP092-F006,LTMD-CN5-G1993-VP092,1993,expository_candidate,textual,0.0,0.0,0,0,0,0,0,3,1,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1993-VP092-F007,LTMD-CN5-G1993-VP092,1993,question_candidate,textual,0.0,0.0,0,0,0,0,0,3,0,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1993-VP092-F008,LTMD-CN5-G1993-VP092,1993,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1993-VP092-F009,LTMD-CN5-G1993-VP092,1993,instruction_candidate,textual,0.333333,0.5,0,0,0,0,1,3,1,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1993-VP092-F010,LTMD-CN5-G1993-VP092,1993,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1993-VP093-F001,LTMD-CN5-G1993-VP093,1993,expository_candidate,textual,0.0,0.0,0,0,0,0,0,3,1,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1993-VP093-F002,LTMD-CN5-G1993-VP093,1993,question_candidate,textual,1.0,0.0,1,0,1,0,0,0,0,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1993-VP093-F003,LTMD-CN5-G1993-VP093,1993,instruction_candidate,textual,1.0,0.0,1,0,1,0,0,0,1,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1993-VP093-F004,LTMD-CN5-G1993-VP093,1993,question_candidate,textual,1.0,0.0,1,0,1,0,0,0,0,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1993-VP093-F005,LTMD-CN5-G1993-VP093,1993,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1993-VP093-F006,LTMD-CN5-G1993-VP093,1993,expository_candidate,textual,1.0,0.0,1,0,1,0,0,0,1,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1993-VP093-F007,LTMD-CN5-G1993-VP093,1993,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1993-VP093-F008,LTMD-CN5-G1993-VP093,1993,expository_candidate,textual,1.0,0.0,1,0,1,0,0,0,1,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1993-VP093-F009,LTMD-CN5-G1993-VP093,1993,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1993-VP093-F010,LTMD-CN5-G1993-VP093,1993,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1993-VP093-F011,LTMD-CN5-G1993-VP093,1993,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1993-VP093-F012,LTMD-CN5-G1993-VP093,1993,expository_candidate,textual,1.0,0.0,1,0,1,0,0,0,1,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1993-VP093-F013,LTMD-CN5-G1993-VP093,1993,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1993-VP093-F014,LTMD-CN5-G1993-VP093,1993,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1993-VP093-F015,LTMD-CN5-G1993-VP093,1993,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1993-VP093-F016,LTMD-CN5-G1993-VP093,1993,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1993-VP094-F001,LTMD-CN5-G1993-VP094,1993,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1993-VP094-F002,LTMD-CN5-G1993-VP094,1993,expository_candidate,textual,0.0,0.0,0,0,0,0,0,3,1,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1993-VP094-F003,LTMD-CN5-G1993-VP094,1993,instruction_candidate,textual,0.333333,0.0,0,0,0,0,1,3,1,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1993-VP094-F004,LTMD-CN5-G1993-VP094,1993,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1993-VP094-F005,LTMD-CN5-G1993-VP094,1993,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1993-VP094-F006,LTMD-CN5-G1993-VP094,1993,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1993-VP094-F007,LTMD-CN5-G1993-VP094,1993,instruction_candidate,textual,0.0,0.0,0,0,0,0,1,0,1,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1993-VP094-F008,LTMD-CN5-G1993-VP094,1993,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1993-VP094-F009,LTMD-CN5-G1993-VP094,1993,expository_candidate,textual,0.0,0.0,0,0,0,0,0,3,1,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1993-VP094-F010,LTMD-CN5-G1993-VP094,1993,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1993-VP094-F011,LTMD-CN5-G1993-VP094,1993,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1993-VP094-F012,LTMD-CN5-G1993-VP094,1993,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1993-VP094-F013,LTMD-CN5-G1993-VP094,1993,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1993-VP094-F014,LTMD-CN5-G1993-VP094,1993,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1993-VP094-F015,LTMD-CN5-G1993-VP094,1993,instruction_candidate,textual,0.0,0.0,0,0,0,0,0,3,1,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1993-VP094-F016,LTMD-CN5-G1993-VP094,1993,instruction_candidate,textual,1.0,0.5,1,0,1,0,0,0,1,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1993-VP094-F017,LTMD-CN5-G1993-VP094,1993,instruction_candidate,textual,0.0,0.0,0,0,0,0,0,3,1,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1993-VP094-F018,LTMD-CN5-G1993-VP094,1993,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1993-VP095-F001,LTMD-CN5-G1993-VP095,1993,expository_candidate,textual,0.0,0.0,0,0,0,0,0,3,1,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1993-VP095-F002,LTMD-CN5-G1993-VP095,1993,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1993-VP095-F003,LTMD-CN5-G1993-VP095,1993,expository_candidate,textual,1.0,0.0,1,0,1,0,0,0,1,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1993-VP095-F004,LTMD-CN5-G1993-VP095,1993,activity_candidate,textual,1.0,0.0,1,0,1,0,0,0,0,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1993-VP095-F005,LTMD-CN5-G1993-VP095,1993,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1993-VP096-F001,LTMD-CN5-G1993-VP096,1993,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1993-VP096-F002,LTMD-CN5-G1993-VP096,1993,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1993-VP096-F003,LTMD-CN5-G1993-VP096,1993,expository_candidate,textual,0.0,0.0,0,0,0,0,0,3,1,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1993-VP096-F004,LTMD-CN5-G1993-VP096,1993,expository_candidate,textual,1.0,0.5,1,0,1,0,0,0,1,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1993-VP096-F005,LTMD-CN5-G1993-VP096,1993,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1993-VP096-F006,LTMD-CN5-G1993-VP096,1993,instruction_candidate,textual,0.0,0.5,0,0,0,0,1,0,1,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1993-VP096-F007,LTMD-CN5-G1993-VP096,1993,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1993-VP096-F008,LTMD-CN5-G1993-VP096,1993,expository_candidate,textual,0.0,0.0,0,0,0,0,0,3,1,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1993-VP096-F009,LTMD-CN5-G1993-VP096,1993,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1993-VP096-F010,LTMD-CN5-G1993-VP096,1993,expository_candidate,textual,0.0,0.0,0,0,0,0,0,3,1,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1993-VP096-F011,LTMD-CN5-G1993-VP096,1993,question_candidate,textual,0.0,0.0,0,0,0,0,0,3,0,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1993-VP096-F012,LTMD-CN5-G1993-VP096,1993,question_candidate,textual,1.0,0.0,1,0,1,0,0,0,0,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1993-VP096-F013,LTMD-CN5-G1993-VP096,1993,expository_candidate,textual,0.0,0.0,0,0,0,0,0,3,1,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1993-VP096-F014,LTMD-CN5-G1993-VP096,1993,instruction_candidate,textual,0.0,0.5,0,0,0,0,1,3,1,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1993-VP096-F015,LTMD-CN5-G1993-VP096,1993,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1993-VP096-F016,LTMD-CN5-G1993-VP096,1993,expository_candidate,textual,0.0,0.0,0,0,0,0,0,3,1,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1993-VP096-F017,LTMD-CN5-G1993-VP096,1993,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1993-VP096-F018,LTMD-CN5-G1993-VP096,1993,expository_candidate,textual,0.0,0.0,0,0,0,0,0,3,1,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1993-VP096-F019,LTMD-CN5-G1993-VP096,1993,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1993-VP097-F001,LTMD-CN5-G1993-VP097,1993,question_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1993-VP097-F002,LTMD-CN5-G1993-VP097,1993,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1993-VP097-F003,LTMD-CN5-G1993-VP097,1993,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1993-VP097-F004,LTMD-CN5-G1993-VP097,1993,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1993-VP097-F005,LTMD-CN5-G1993-VP097,1993,question_candidate,textual,0.0,0.0,0,0,0,0,0,3,0,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1993-VP097-F006,LTMD-CN5-G1993-VP097,1993,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1993-VP097-F007,LTMD-CN5-G1993-VP097,1993,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1993-VP097-F008,LTMD-CN5-G1993-VP097,1993,expository_candidate,textual,0.0,0.0,0,0,0,0,0,3,1,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1993-VP097-F009,LTMD-CN5-G1993-VP097,1993,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1993-VP097-F010,LTMD-CN5-G1993-VP097,1993,expository_candidate,textual,1.0,0.5,1,0,1,0,0,0,1,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1993-VP097-F012,LTMD-CN5-G1993-VP097,1993,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1993-VP097-F013,LTMD-CN5-G1993-VP097,1993,expository_candidate,textual,0.0,0.5,0,0,0,0,0,1,1,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1993-VP097-F014,LTMD-CN5-G1993-VP097,1993,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1993-VP097-F015,LTMD-CN5-G1993-VP097,1993,expository_candidate,textual,0.0,0.0,0,0,0,0,0,3,1,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1993-VP097-F016,LTMD-CN5-G1993-VP097,1993,question_candidate,textual,1.0,0.0,1,0,1,0,0,0,0,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1993-VP097-F017,LTMD-CN5-G1993-VP097,1993,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1993-VP097-F018,LTMD-CN5-G1993-VP097,1993,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1993-VP097-F019,LTMD-CN5-G1993-VP097,1993,expository_candidate,textual,1.0,0.0,1,0,1,0,0,0,1,2,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1993-VP097-F020,LTMD-CN5-G1993-VP097,1993,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
LTMD-CN5-G1993-VP097-F021,LTMD-CN5-G1993-VP097,1993,heading_candidate,textual,1.0,1.0,1,1,1,1,0,0,0,0,0,1,uncertain,AGREE_AB_0.1
